timestamp,company_name,name,brand_name,category,product_number,price,score,image_url,reviews
1604569474,pccomponentes,Asus Prime Z390-A,Asus,Placas Base,90MB0YT0-M0EAY0,174.91,9.38,https://thumb.pccomponentes.com/w-530-530/articles/17/172096/5.jpg,130
1604569475,pccomponentes,Asus TUF Z390-PRO Gaming,Asus,Placas Base,90MB0YA0-M0EAY0,178.2727273,8.86,https://thumb.pccomponentes.com/w-530-530/articles/17/172098/5.jpg,14
1604569477,pccomponentes,Asus Tuf Z390-Plus Gaming WIFI,Asus,Placas Base,90MB0Z90-M0EAY0,175.9,8.91,https://thumb.pccomponentes.com/w-530-530/articles/17/172099/5.jpg,44
1604569480,pccomponentes,Asus Tuf Z390-Plus Gaming,Asus,Placas Base,90MB0XW0-M0EAY0,153.4132231,9.18,https://thumb.pccomponentes.com/w-530-530/articles/17/172101/5.jpg,39
1604569481,pccomponentes,Asus Prime Z390-P,Asus,Placas Base,90MB0XX0-M0EAY0,129.91,9.31,https://thumb.pccomponentes.com/w-530-530/articles/17/172103/asus-prime-z390-p-comprar.jpg,102
1604569483,pccomponentes,Asus Tuf Z390M-Pro Gaming,Asus,Placas Base,90MB0Y10-M0EAY0,179.89,8,https://thumb.pccomponentes.com/w-530-530/articles/17/172107/5.jpg,1
1604569485,pccomponentes,Asus Prime Z390M-Plus,Asus,Placas Base,90MB0Z60-M0EAY0,134.4958678,10,https://thumb.pccomponentes.com/w-530-530/articles/17/172109/1.jpg,2
1604569486,pccomponentes,Asus Rog Strix Z390-I Gaming,Asus,Placas Base,90MB0YB0-M0EAY0,247.9173554,9.56,https://thumb.pccomponentes.com/w-530-530/articles/17/172111/5.jpg,18
1604569487,pccomponentes,MSI Meg Z390 Godlike,MSI,Placas Base,911-7B10-001,571.89,10,https://thumb.pccomponentes.com/w-530-530/articles/17/172611/msi-meg-z390-godlike-box.jpg,7
1604569489,pccomponentes,MSI Meg Z390 Ace,MSI,Placas Base,911-7B12-004,248.0826446,9.45,https://thumb.pccomponentes.com/w-530-530/articles/17/172614/msi-meg-z390-ace-box.jpg,58
1604569491,pccomponentes,MSI Mpg Z390 Gaming Pro Carbon AC,MSI,Placas Base,911-7B17-008,219.91,9.61,https://thumb.pccomponentes.com/w-530-530/articles/17/172615/product-10-20181008102324-5bbabf9ccb4ed.jpg,103
1604569492,pccomponentes,MSI Mpg Z390 Gaming Pro Carbon,MSI,Placas Base,911-7B17-012,199.9,9.39,https://thumb.pccomponentes.com/w-530-530/articles/17/172616/product-0-20181009084549-5bbbfa3d9b730.jpg,240
1604569495,pccomponentes,MSI Mpg Z390 Gaming Edge AC,MSI,Placas Base,911-7B17-002,174.91,9.46,https://thumb.pccomponentes.com/w-530-530/articles/17/172621/product-9-20181008102655-5bbac06fa4292.jpg,167
1604569496,pccomponentes,MSI Mag Z390 Tomahawk,MSI,Placas Base,911-7B18-001,154.9,9.62,https://thumb.pccomponentes.com/w-530-530/articles/17/172622/product-9-20181008102000-5bbabed03d241.jpg,163
1604569498,pccomponentes,MSI Mpg Z390 Gaming Plus,MSI,Placas Base,911-7B51-007,139.9,9.39,https://thumb.pccomponentes.com/w-530-530/articles/17/172630/product-7-20181008103003-5bbac12b10a3b.jpg,418
1604569499,pccomponentes,MSI Z390-A PRO,MSI,Placas Base,911-7B98-001,103.7438017,9.41,https://thumb.pccomponentes.com/w-530-530/articles/17/172635/product-6-20181008102018-5bbabee2dfad1.jpg,601
1604569500,pccomponentes,MSI Mpg Z390I Gaming Edge AC,MSI,Placas Base,911-7C04-001,149.5123967,9.67,https://thumb.pccomponentes.com/w-530-530/articles/17/172663/product-10-20181008101959-5bbabecf4a423.jpg,12
1604569512,pccomponentes,Gigabyte Z390 Aorus Elite,Gigabyte,Placas Base,GA-Z390 AORUS ELITE,176.9,9.62,https://thumb.pccomponentes.com/w-530-530/articles/17/173017/767f52c0-5.jpg,42
1604569514,pccomponentes,Gigabyte Z390 Aorus Pro,Gigabyte,Placas Base,GA-Z390 AORUS PRO,181.9,9.61,https://thumb.pccomponentes.com/w-530-530/articles/17/173023/f239489f-5.jpg,211
1604569516,pccomponentes,Gigabyte Z390 Aorus Pro WiFi,Gigabyte,Placas Base,GA-Z390 AORUS PRO WIFI,205.91,9.22,https://thumb.pccomponentes.com/w-530-530/articles/17/173026/52cbbc12-5.jpg,64
1604569517,pccomponentes,Gigabyte Z390 Aorus Ultra ,Gigabyte,Placas Base,GA-Z390 AORUS ULTRA,261.9,9.46,https://thumb.pccomponentes.com/w-530-530/articles/17/173028/2018100517214314-src.jpg,41
1604569518,pccomponentes,Gigabyte Z390 Gaming X,Gigabyte,Placas Base,GA-Z390 GAMING X,139.9,9.33,https://thumb.pccomponentes.com/w-530-530/articles/17/173036/2018100518143321-src.jpg,248
1604569519,pccomponentes,Gigabyte Z390 M Gaming,Gigabyte,Placas Base,GA-Z390 M GAMING,107,8,https://thumb.pccomponentes.com/w-530-530/articles/17/173045/2018100518183682-src.jpg,4
1604569521,pccomponentes,Gigabyte Z390 UD,Gigabyte,Placas Base,GA-Z390 UD,112.91,9.26,https://thumb.pccomponentes.com/w-530-530/articles/17/173052/2018100518105636-src.jpg,95
1604569522,pccomponentes,SanDisk SSD Plus 1TB SATA III,Sandisk,Discos Duros,SDSSDA-1T00-G26,79.23966942,9.55,https://thumb.pccomponentes.com/w-530-530/articles/17/173199/sandisk-ssd-plus-120gb.jpg,154
1604569531,pccomponentes,Crucial P1 SSD 500GB 3D NAND NVMe PCIe M.2,Crucial,Discos Duros,CT500P1SSD8,65.98,9.43,https://thumb.pccomponentes.com/w-530-530/articles/17/173362/c1.jpg,109
1604569533,pccomponentes,Crucial P1 SSD 1TB 3D NAND NVMe PCIe M.2,Crucial,Discos Duros,CT1000P1SSD8,106.768595,9.17,https://thumb.pccomponentes.com/w-530-530/articles/17/173372/image.jpg,41
1604569534,pccomponentes,Asus GeForce RTX 2070 DUAL O8G OC 8GB GDDR6,Asus,Tarjetas graficas,90YV0C82-M0NA00,585.98,8.4,https://thumb.pccomponentes.com/w-530-530/articles/17/173393/p-setting-fff-1-90-end-1000.jpg,5
1604569535,pccomponentes,Gigabyte Z390 I Aorus Pro Wifi,Gigabyte,Placas Base,Z390 I AORUS PRO WIFI,178.9,9.37,https://thumb.pccomponentes.com/w-530-530/articles/17/173419/f1.jpg,19
1604569537,pccomponentes,Corsair Vengeance LPX DDR4 3000 8GB 2x4GB CL16,Corsair,Memoria RAM,CMK8GX4M2C3000C16,51.33884298,9,https://thumb.pccomponentes.com/w-530-530/articles/17/173461/1.jpg,2
1604569539,pccomponentes,Corsair Vengeance LPX DDR4 2666 16GB 2x8GB CL16,Corsair,Memoria RAM,CMK16GX4M2A2666C16,64.99,9.41,https://thumb.pccomponentes.com/w-530-530/articles/17/173466/1.jpg,105
1604569540,pccomponentes,Intel Core i5-9600K 3.7Ghz ,Intel,Procesadores,BX80684I59600K,195.9,9.59,https://thumb.pccomponentes.com/w-530-530/articles/17/173595/1539027947000-1435919.jpg,1036
1604569542,pccomponentes,Intel Core i7-9700K 3.6Ghz ,Intel,Procesadores,BX80684I79700K,309.91,9.62,https://thumb.pccomponentes.com/w-530-530/articles/17/173598/1539027947000-1435918.jpg,1276
1604569543,pccomponentes,Intel Core i9-9900K 3.6Ghz ,Intel,Procesadores,BX80684I99900K,347.3057851,9.62,https://thumb.pccomponentes.com/w-530-530/articles/17/173601/1539027947000-1435917.jpg,561
1604569553,pccomponentes,Enermax RevoBron TGA 500W 80 Plus Bronze Semimodular,Enermax,Fuentes Alimentacion,ERB500AWT TR,84.99,10,https://thumb.pccomponentes.com/w-530-530/articles/17/173893/6.jpg,2
1604569554,pccomponentes,Enermax RevoBron TGA 700W 80 Plus Bronze Semimodular,Enermax,Fuentes Alimentacion,ERB700AWT TR,109,0,https://thumb.pccomponentes.com/w-530-530/articles/17/173901/6.jpg,0
1604569558,pccomponentes,Aerocool CS-105 USB 3.0 Negra,Aerocool,Torres,CS105BK,23.0661157,8.46,https://thumb.pccomponentes.com/w-530-530/articles/17/173948/1.jpg,52
1604569560,pccomponentes,Aerocool CS-105 USB 3.0 Negra/Roja con Ventana,Aerocool,Torres,CS105RD,25.40495868,8.24,https://thumb.pccomponentes.com/w-530-530/articles/17/173950/1.jpg,76
1604569561,pccomponentes,Gigabyte Aorus GeForce RTX 2080 Xtreme 8G 8GB GDDR6,Gigabyte,Tarjetas graficas,GV-N2080AORUS X-8GC,799.9,8.91,https://thumb.pccomponentes.com/w-530-530/articles/17/174177/2018092511565041-src.jpg,11
1604569563,pccomponentes,G.Skill Trident Z RGB DDR4 3000 PC4-24000 64GB 4x16GB CL16,G.Skill,Memoria RAM,F4-3000C16Q-64GTZR,320.9834711,10,https://thumb.pccomponentes.com/w-530-530/articles/17/174251/6.jpg,2
1604569564,pccomponentes,G.Skill Trident Z RGB DDR4 3200 PC4-25600 32GB 2x16GB CL16,G.Skill,Memoria RAM,F4-3200C16D-32GTZR,158.4793388,0,https://thumb.pccomponentes.com/w-530-530/articles/17/174254/1.jpg,0
1604569565,pccomponentes,G.Skill Trident Z RGB DDR4 3200 PC4-25600 64GB 4x16GB CL16,G.Skill,Memoria RAM,F4-3200C16Q-64GTZR,345.6446281,8.67,https://thumb.pccomponentes.com/w-530-530/articles/17/174257/6.jpg,6
1604569567,pccomponentes,G.Skill Trident Z RGB (AMD) DDR4 3200 PC4-25600 16GB 2x8GB CL16,G.Skill,Memoria RAM,F4-3200C16D-16GTZRX,104.99,9.64,https://thumb.pccomponentes.com/w-530-530/articles/17/174262/1.jpg,536
1604569568,pccomponentes,G.Skill Trident Z RGB (AMD) DDR4 3200 PC4-25600 32GB 2x16GB CL16,G.Skill,Memoria RAM,F4-3200C16D-32GTZRX,159.9752066,9.88,https://thumb.pccomponentes.com/w-530-530/articles/17/174268/1.jpg,33
1604569569,pccomponentes,G.Skill Trident Z RGB (AMD) DDR4 3600 PC4-28800 16GB 2x8GB CL18,G.Skill,Memoria RAM,F4-3600C18D-16GTZRX,102.4793388,9.22,https://thumb.pccomponentes.com/w-530-530/articles/17/174274/1.jpg,41
1604569571,pccomponentes,G.Skill Ripjaws SODIMM DDR4 2666MHz PC4-21300 4GB CL18,G.Skill,Memoria RAM,F4-2666C18S-4GRS,28,9.33,https://thumb.pccomponentes.com/w-530-530/articles/17/174290/11.jpg,9
1604569572,pccomponentes,G.Skill Ripjaws SODIMM DDR4 2666MHz 8GB CL19,G.Skill,Memoria RAM,F4-2666C19S-8GRS,39.88429752,9.71,https://thumb.pccomponentes.com/w-530-530/articles/17/174296/11.jpg,35
1604569574,pccomponentes,G.Skill Ripjaws SODIMM DDR4 2666MHz 16GB 2x8GB CL19,G.Skill,Memoria RAM,F4-2666C19D-16GRS,79.20661157,10,https://thumb.pccomponentes.com/w-530-530/articles/17/174299/12.jpg,3
1604569575,pccomponentes,G.Skill Trident Z RGB DDR4 3600 PC4-28800 16GB 2x8GB CL19,G.Skill,Memoria RAM,F4-3600C19D-16GTZRB,98,9.57,https://thumb.pccomponentes.com/w-530-530/articles/17/174305/1.jpg,14
1604569577,pccomponentes,G.Skill FlareX DDR4 3200 PC4-25600 16GB 2x8GB CL16,G.Skill,Memoria RAM,F4-3200C16D-16GFX,84.99,9.28,https://thumb.pccomponentes.com/w-530-530/articles/17/174337/16.jpg,72
1604569580,pccomponentes,AMD Ryzen Threadripper 2920X 3.5GHz,AMD,Procesadores,YD292XA8AFWOF,663.89,9.82,https://thumb.pccomponentes.com/w-530-530/articles/17/174730/2990wx3.jpg,11
1604569583,pccomponentes,AMD Ryzen Threadripper 2970WX 3GHz,AMD,Procesadores,YD297XAZAFWOF,1256.190083,10,https://thumb.pccomponentes.com/w-530-530/articles/17/174746/2990wx3.jpg,1
1604569614,pccomponentes,Nox Infinity SIGMA ARGB Cristal Templado USB 3.0,NOX,Torres,NXINFTYSIGMA,55.99,8.72,https://thumb.pccomponentes.com/w-530-530/articles/17/176010/5441.jpg,61
1604569617,pccomponentes,Nox Hummer TGF ARGB Cristal Templado USB 3.0,NOX,Torres,NXHUMMERTGF,97.99,8.86,https://thumb.pccomponentes.com/w-530-530/articles/17/176011/4.jpg,56
1604569623,pccomponentes,"Seagate Backup Plus Slim 4TB 2.5"" USB 3.0 Azul",Seagate,Discos Duros,STDR4000901,125.8,9.5,https://thumb.pccomponentes.com/w-530-530/articles/17/176728/c1.jpg,12
1604569625,pccomponentes,"Seagate Backup Plus Slim 4TB 2.5"" USB 3.0 Rojo",Seagate,Discos Duros,STDR4000902,129.99,9.33,https://thumb.pccomponentes.com/w-530-530/articles/17/176732/e1.jpg,27
1604569626,pccomponentes,Cooler Master Cosmos C700M USB 3.0 Cristal Templado,Cooler Master,Torres,MCC-C700M-MG5N-S00,390.2066116,9.5,https://thumb.pccomponentes.com/w-530-530/articles/17/176783/c700m-hero.jpg,12
1604569628,pccomponentes,Asrock X470 Taichi Ultimate,Asrock,Placas Base,90-MXB7H0-A0UAYZ,316.6363636,10,https://thumb.pccomponentes.com/w-530-530/articles/17/176826/x470-taichi-ultimate-l1.jpg,2
1604569630,pccomponentes,Asrock X470 Taichi,Asrock,Placas Base,90-MXB7J0-A0UAYZ,216,10,https://thumb.pccomponentes.com/w-530-530/articles/17/176828/x470-taichi-l1.jpg,3
1604569631,pccomponentes,Asrock Z390 Taichi Ultimate,Asrock,Placas Base,90-MXB8G0-A0UAYZ,287,10,https://thumb.pccomponentes.com/w-530-530/articles/17/176831/z390-taichi-ultimate-l1.jpg,3
1604569635,pccomponentes,MSI Mag Z390M Mortar,MSI,Placas Base,911-7C00-002,189.6528926,9.37,https://thumb.pccomponentes.com/w-530-530/articles/17/177145/d1.jpg,19
1604569649,pccomponentes,Corsair Vengeance LPX DDR4 3000 PC4-24000 32GB 2x16GB C15,Corsair,Memoria RAM,CMK32GX4M2B3000C15R,179.99,9.78,https://thumb.pccomponentes.com/w-530-530/articles/17/177375/1319240.jpg,27
1604569651,pccomponentes,Crucial CT25664AA800 DDR2 800MHz PC2-6400 2GB CL6,Crucial,Memoria RAM,CT25664AA800,31.89256198,7.75,https://thumb.pccomponentes.com/w-530-530/articles/17/177579/asd.jpg,8
1604569652,pccomponentes,Gigabyte Aorus P850W 850W 80 Plus Gold Modular ,Gigabyte,Fuentes Alimentacion,GP-AP850GM-EU,88.82644628,9.71,https://thumb.pccomponentes.com/w-530-530/articles/17/177586/2018071816280413-src.jpg,34
1604569653,pccomponentes,Gigabyte G750H 750W 80 Plus Gold Semimodular,Gigabyte,Fuentes Alimentacion,GP-G750H,59.98,9.31,https://thumb.pccomponentes.com/w-530-530/articles/17/177590/20160128152229-src.jpg,26
1604569654,pccomponentes,Gigabyte B700H 700W 80 Plus Bronze Semimodular ,Gigabyte,Fuentes Alimentacion,GP-B700H,92.2892562,8.77,https://thumb.pccomponentes.com/w-530-530/articles/17/177598/20160128152046-src.jpg,31
1604569656,pccomponentes,Gigabyte AORUS RGB DDR4 3200MHz PC4-25600 2x8GB CL16 con Kit Demo,Gigabyte,Memoria RAM,GP-AR32C16S8K2SU416R,168.99,9.6,https://thumb.pccomponentes.com/w-530-530/articles/17/177641/1.jpg,5
1604569657,pccomponentes,Intel Core i7-9800X 3.8 GHz BOX,Intel,Procesadores,BX80673I79800X,359.5454545,10,https://thumb.pccomponentes.com/w-530-530/articles/17/177704/1.jpg,5
1604569660,pccomponentes,Intel Core i9-9820X 3.3 GHz BOX,Intel,Procesadores,BX80673I99820X,505.8347107,8.8,https://thumb.pccomponentes.com/w-530-530/articles/17/177709/1.jpg,5
1604569662,pccomponentes,Intel Core i9-9900X 3.5 GHz BOX,Intel,Procesadores,BX80673I99900X,564.9,8.67,https://thumb.pccomponentes.com/w-530-530/articles/17/177711/1.jpg,6
1604569664,pccomponentes,Intel Core i9-9920X 3.5 GHz BOX,Intel,Procesadores,BX80673I99920X,586.9752066,0,https://thumb.pccomponentes.com/w-530-530/articles/17/177714/1.jpg,0
1604569666,pccomponentes,Intel Core i9-9940X 3.3 GHz BOX,Intel,Procesadores,BX80673I99940X,667.8595041,8.5,https://thumb.pccomponentes.com/w-530-530/articles/17/177716/1.jpg,4
1604569667,pccomponentes,Intel Core i9-9960X 3.1 GHz BOX,Intel,Procesadores,BX80673I99960X,836.8264463,10,https://thumb.pccomponentes.com/w-530-530/articles/17/177719/1.jpg,3
1604569671,pccomponentes,Sapphire Nitro+ Radeon RX 590 8GB GDDR5 UEFI,Sapphire,Tarjetas graficas,11289-02-20G,229.9,9.25,https://thumb.pccomponentes.com/w-530-530/articles/17/177897/sapphire-201826145215.jpg,273
1604569681,pccomponentes,Nfortec Vega RGB Cristal Templado USB 3.0 Negra,Nfortec,Torres,NF-CS-VEGAB,79.94,9.12,https://thumb.pccomponentes.com/w-530-530/articles/17/178039/3.jpg,198
1604569682,pccomponentes,Nfortec Vega RGB Cristal Templado USB 3.0 Blanca,Nfortec,Torres,NF-CS-VEGAW,79.94,9.11,https://thumb.pccomponentes.com/w-530-530/articles/17/178041/3.jpg,236
1604569684,pccomponentes,Intel Core Extreme i9-9980XE 3 GHz BOX,Intel,Procesadores,BX80673I99980X,834.6363636,9,https://thumb.pccomponentes.com/w-530-530/articles/17/178265/1.jpg,6
1604569685,pccomponentes,G.Skill Trident Z Royal DDR4 3000Mhz 2x8GB CL16 Plata,G.Skill,Memoria RAM,F4-3000C16D-16GTRS,124.7933884,10,https://thumb.pccomponentes.com/w-530-530/articles/17/178274/trs-d-01.jpg,4
1604569686,pccomponentes,G.Skill Trident Z Royal DDR4 3200Mhz 2x8GB CL16 Dorado,G.Skill,Memoria RAM,F4-3200C16D-16GTRG,128.9256198,10,https://thumb.pccomponentes.com/w-530-530/articles/17/178277/trg-d-01.jpg,1
1604569687,pccomponentes,G.Skill Trident Z Royal DDR4 3200Mhz 2x8GB CL16 Plata,G.Skill,Memoria RAM,F4-3200C16D-16GTRS,129.6363636,10,https://thumb.pccomponentes.com/w-530-530/articles/17/178279/trs-d-01.jpg,5
1604569689,pccomponentes,G.Skill Trident Z Royal DDR4 3200Mhz 2x8GB CL14 Dorado,G.Skill,Memoria RAM,F4-3200C14D-16GTRG,208.99,9.33,https://thumb.pccomponentes.com/w-530-530/articles/17/178282/trg-d-01.jpg,6
1604569690,pccomponentes,G.Skill Trident Z Royal DDR4 3600Mhz 2x8GB CL18 Plata,G.Skill,Memoria RAM,F4-3600C18D-16GTRS,132.8842975,0,https://thumb.pccomponentes.com/w-530-530/articles/17/178308/trs-d-01.jpg,0
1604569691,pccomponentes,G.Skill Trident Z Royal DDR4 3600Mhz 2x8GB CL18 Dorado,G.Skill,Memoria RAM,F4-3600C18D-16GTRG,129.892562,0,https://thumb.pccomponentes.com/w-530-530/articles/17/178311/trg-d-01.jpg,0
1604569692,pccomponentes,Crucial BX500 SSD 960GB 3D NAND SATA3,Crucial,Discos Duros,CT960BX500SSD1,110.49,9.23,https://thumb.pccomponentes.com/w-530-530/articles/17/178438/1.jpg,13
1604569694,pccomponentes,Aerocool RIFT RGB USB 3.0 con Ventana,Aerocool,Torres,RIFT,36.2892562,9.12,https://thumb.pccomponentes.com/w-530-530/articles/17/178520/1.jpg,59
1604569698,pccomponentes,Seagate IronWolf NAS 14TB SATA3,Seagate,Discos Duros,ST14000VN0008,360,8.67,https://thumb.pccomponentes.com/w-530-530/articles/17/179071/a1.jpg,3
1604569699,pccomponentes,Asus TUF B450-PRO Gaming,Asus,Placas Base,90MB10C0-M0EAY0,109.9,9.76,https://thumb.pccomponentes.com/w-530-530/articles/17/179099/asus-tuf-b450-pro-gaming-comprar.jpg,25
1604569701,pccomponentes,Asus TUF B450M-PRO Gaming,Asus,Placas Base,90MB10A0-M0EAY0,99.99,9.32,https://thumb.pccomponentes.com/w-530-530/articles/17/179102/asus-tuf-b450m-pro-gaming-comprar.jpg,129
1604569703,pccomponentes,Asus Rog Strix B450-E Gaming,Asus,Placas Base,90MB1070-M0EAY0,159.9,9.44,https://thumb.pccomponentes.com/w-530-530/articles/17/179111/1-1.jpg,50
1604569704,pccomponentes,Gigabyte GA-A320M-S2H V2,Gigabyte,Placas Base,A320M-S2H V2,48.99,8.89,https://thumb.pccomponentes.com/w-530-530/articles/17/179119/1.jpg,126
1604569706,pccomponentes,Nfortec Antares USB 3.0 Cristal Templado RGB Blanca,Nfortec,Torres,NF-CS-ANTARESW,89.95,8.87,https://thumb.pccomponentes.com/w-530-530/articles/17/179161/antares-white-front-angle02.jpg,134
1604569707,pccomponentes,Nfortec Antares USB 3.0 Cristal Templado RGB Negro,Nfortec,Torres,NF-CS-ANTARESB,89.95,9.02,https://thumb.pccomponentes.com/w-530-530/articles/17/179162/antares-black-front-angle00.jpg,94
1604569711,pccomponentes,Enermax Saberay USB 3.0 RGB Cristal Templado Blanca,Enermax,Torres,ECA3500WA-RGB,171.99,10,https://thumb.pccomponentes.com/w-530-530/articles/17/179213/1.jpg,2
1604569712,pccomponentes,Silverstone PT13B-USB3.0 USB 3.0 Negra,Silverstone,Torres,SST-PT13B-USB3.0,52.01,6,https://thumb.pccomponentes.com/w-530-530/articles/17/179216/1.jpg,2
1604569715,pccomponentes,Tempest Gaming GPSU Fuente de Alimentación 750W,Tempest,Fuentes Alimentacion,TP-GPSU-750W,49.99,8.81,https://thumb.pccomponentes.com/w-530-530/articles/17/179285/4.jpg,422
1604569717,pccomponentes,Asus TUF Gaming GT501 USB 3.1 Cristal Templado,Asus,Torres,90DC0012-B49000,139,9.71,https://thumb.pccomponentes.com/w-530-530/articles/17/179313/7.jpg,14
1604569718,pccomponentes,"Seagate Barracuda Pro 2.5"" 1TB SATA III",Seagate,Discos Duros,ST1000LM049,69.99,8.74,https://thumb.pccomponentes.com/w-530-530/articles/17/179347/1.jpg,46
1604569719,pccomponentes,L-Link Axel LED Rojo USB 3.0 Cristal Templado,L-Link,Torres,AXEL,40,8.88,https://thumb.pccomponentes.com/w-530-530/articles/17/179561/1.jpg,59
1604569721,pccomponentes,L-Link Storm LED Azul USB 3.0 con Ventana,L-Link,Torres,STORM,36.85950413,8.27,https://thumb.pccomponentes.com/w-530-530/articles/17/179564/1.jpg,37
1604569727,pccomponentes,Crucial SO-DIMM DDR4 2400 PC4-19200 16GB CL17,Crucial,Memoria RAM,CT16G4SFD824A,60,9.75,https://thumb.pccomponentes.com/w-530-530/articles/17/179999/d1.jpg,97
1604569728,pccomponentes,Tempest One USB 3.0 con Ventana Negra,Tempest,Torres,TP-ONE-BLACK,29.98,8.83,https://thumb.pccomponentes.com/w-530-530/articles/18/180046/01.jpg,152
1604569731,pccomponentes,Gigabyte X399 AORUS Pro,Gigabyte,Placas Base,X399 AORUS PRO,264,8.42,https://thumb.pccomponentes.com/w-530-530/articles/18/180113/1.jpg,24
1604569733,pccomponentes,Intenso Premium Edition SSD Externo 128GB USB 3.0,Intenso,Discos Duros,3823430,35.55371901,8.55,https://thumb.pccomponentes.com/w-530-530/articles/18/180123/b2.jpg,11
1604569735,pccomponentes,Gigabyte B450M Gaming,Gigabyte,Placas Base,GA-B450M-GAMING,75.99,8.85,https://thumb.pccomponentes.com/w-530-530/articles/18/180124/1.jpg,40
1604569737,pccomponentes,Intenso Premium Edition SSD Externo 256GB USB 3.0,Intenso,Discos Duros,3823440,42.97520661,10,https://thumb.pccomponentes.com/w-530-530/articles/18/180127/b2.jpg,4
1604569738,pccomponentes,Intenso Premium Edition SSD Externo 512GB USB 3.0,Intenso,Discos Duros,3823450,78.46280992,10,https://thumb.pccomponentes.com/w-530-530/articles/18/180128/b2.jpg,2
1604569740,pccomponentes,Gigabyte Z390 AORUS Xtreme WaterForce,Gigabyte,Placas Base,Z390 AORUS XTREME W,892.6198347,10,https://thumb.pccomponentes.com/w-530-530/articles/18/180132/1.jpg,3
1604569744,pccomponentes,Thermaltake Core P3 USB 3.0 Cristal Templado Negra,Thermaltake,Torres,CA-1G4-00M1WN-06,129.98,9.59,https://thumb.pccomponentes.com/w-530-530/articles/18/180174/1.jpg,29
1604569745,pccomponentes,Thermaltake View 37 ARGB Edition USB 3.0 Negra con Ventana ,Thermaltake,Torres,CA-1J7-00M1WN-04,129.99,9.27,https://thumb.pccomponentes.com/w-530-530/articles/18/180178/xgfd.jpg,11
1604569748,pccomponentes,Silverstone Raven RVZ03B-ARGB USB 3.0 Negra,Silverstone,Torres,SST-RVZ03B-ARGB,98,7,https://thumb.pccomponentes.com/w-530-530/articles/18/180252/1.jpg,6
1604569749,pccomponentes,Silverstone ML07 USB 3.0 Negra,Silverstone,Torres,SST-ML07B,78.53719008,9,https://thumb.pccomponentes.com/w-530-530/articles/18/180260/1.jpg,2
1604569750,pccomponentes,Corsair Vengeance RGB Pro DDR4 3200 PC4-25600 32GB 2x16GB CL16 Blanco,Corsair,Memoria RAM,CMW32GX4M2C3200C16W,127.1487603,9.2,https://thumb.pccomponentes.com/w-530-530/articles/18/180263/1.jpg,85
1604569752,pccomponentes,Thermaltake V200 TG RGB USB 3.0 Cristal Templado,Thermaltake,Torres,CA-1K8-00M1WN-01,82.59504132,9.5,https://thumb.pccomponentes.com/w-530-530/articles/18/180285/1.jpg,8
1604569754,pccomponentes,Thermaltake A500 USB 3.0 Cristal Templado Gris Espacial,Thermaltake,Torres,CA-1L3-00M9WN-00,198.5289256,9.14,https://thumb.pccomponentes.com/w-530-530/articles/18/180286/1.jpg,7
1604569755,pccomponentes,Thermaltake Versa J22 RGB USB 3.0 Cristal Templado,Thermaltake,Torres,CA-1L5-00M1WN-01,79.99,9.56,https://thumb.pccomponentes.com/w-530-530/articles/18/180294/1.jpg,9
1604569756,pccomponentes,Thermaltake Versa J24 TG ARGB USB 3.0 Cristal Templado,Thermaltake,Torres,CA-1L7-00M1WN-03,99,9.45,https://thumb.pccomponentes.com/w-530-530/articles/18/180299/1.jpg,11
1604569766,pccomponentes,Thermaltake Level 20 MT ARGB Cristal Templado USB 3.0 Negra,Thermaltake,Torres,CA-1M7-00M1WN-00,99,9.32,https://thumb.pccomponentes.com/w-530-530/articles/18/180878/1.jpg,41
1604569772,pccomponentes,Asus ROG Thor 1200P 80 Plus Platinum 1200W Modular,Asus,Fuentes Alimentacion,90YE0080-B001N0,319.8099174,7.33,https://thumb.pccomponentes.com/w-530-530/articles/18/180896/1.jpg,6
1604569773,pccomponentes,Asus ROG Thor 850P 80 Plus Platinum 850W Modular,Asus,Fuentes Alimentacion,90YE0090-B001N0,215.1157025,10,https://thumb.pccomponentes.com/w-530-530/articles/18/180900/1.jpg,8
1604569774,pccomponentes,Asus Rog Rampage VI Extreme Omega,Asus,Placas Base,90MB0ZJ0-M0EAY0,617.892562,9.33,https://thumb.pccomponentes.com/w-530-530/articles/18/181073/6.jpg,12
1604569775,pccomponentes,Asus Rog Zenith Extreme Alpha,Asus,Placas Base,90MB10G0-M0EAY0,599.91,9.5,https://thumb.pccomponentes.com/w-530-530/articles/18/181076/5.jpg,4
1604569776,pccomponentes,Asus Rog Strix Gaming GeForce RTX 2060 OC 6GB GDDR6,Asus,Tarjetas graficas,90YV0CI0-M0NA00,421.4710744,9.49,https://thumb.pccomponentes.com/w-530-530/articles/18/181082/5.jpg,51
1604569778,pccomponentes,Gigabyte AORUS GeForce RTX 2060 Extreme 6 GB GDDR6,Gigabyte,Tarjetas graficas,GV-N2060AORUS X-6GC,369.9,8.76,https://thumb.pccomponentes.com/w-530-530/articles/18/181120/6.jpg,34
1604569779,pccomponentes,Gigabyte GeForce RTX 2060 Windforce OC 6GB GDDR6,Gigabyte,Tarjetas graficas,GV-N2060WF2OC-6GD,349.9,8.84,https://thumb.pccomponentes.com/w-530-530/articles/18/181123/6.jpg,43
